epoch,loss,lr,mae,mse,root_mean_squared_error,val_loss,val_mae,val_mse,val_root_mean_squared_error
0,0.007930257357656956,0.06896,0.05756653472781181,0.007930257357656956,0.0890519917011261,0.002262816531583667,0.040271058678627014,0.002262816531583667,0.047569070011377335
1,0.001967881340533495,0.06896,0.03803273290395737,0.001967881340533495,0.04436080902814865,0.0019583336543291807,0.03798652067780495,0.0019583336543291807,0.04425306245684624
2,0.0019340688595548272,0.06896,0.03760825842618942,0.0019340688595548272,0.04397805035114288,0.0018708296120166779,0.03724416717886925,0.0018708296120166779,0.043253086507320404
3,0.0018134010024368763,0.06896,0.03611360117793083,0.0018134010024368763,0.042584046721458435,0.0021548098884522915,0.037109341472387314,0.0021548098884522915,0.04641992971301079
4,0.0016099296044558287,0.06896,0.033221106976270676,0.0016099296044558287,0.04012392833828926,0.0014804297825321555,0.031909771263599396,0.0014804297825321555,0.03847635164856911
5,0.001359140151180327,0.06896,0.02924763783812523,0.001359140151180327,0.03686651587486267,0.001099128508940339,0.02713618613779545,0.001099128508940339,0.03315310552716255
6,0.0010790792293846607,0.06896,0.02548661082983017,0.0010790792293846607,0.03284934163093567,0.0008399664657190442,0.022094696760177612,0.0008399664657190442,0.028982173651456833
7,0.0009880336001515388,0.06896,0.024196984246373177,0.0009880336001515388,0.03143300116062164,0.0011442904360592365,0.023946376517415047,0.0011442904360592365,0.03382736071944237
8,0.0009260143851861358,0.06896,0.023432714864611626,0.0009260143851861358,0.03043048456311226,0.001098279608413577,0.023855987936258316,0.001098279608413577,0.03314030170440674
9,0.0008284445502795279,0.06896,0.022204065695405006,0.0008284445502795279,0.028782712295651436,0.0007573058246634901,0.019919615238904953,0.0007573058246634901,0.027519188821315765
10,0.0009104802738875151,0.06896,0.02307327464222908,0.0009104802738875151,0.030174165964126587,0.0007413214771077037,0.02009405568242073,0.0007413214771077037,0.027227219194173813
11,0.0008240680326707661,0.06896,0.022294994443655014,0.0008240680326707661,0.028706584125757217,0.0007035117014311254,0.021960055455565453,0.0007035117014311254,0.02652379497885704
12,0.0007812683470547199,0.06896,0.021804053336381912,0.0007812683470547199,0.027951177209615707,0.0006625126698054373,0.021124986931681633,0.0006625126698054373,0.02573932148516178
13,0.0008655501296743751,0.06896,0.022569768130779266,0.0008655501296743751,0.02942023240029812,0.0007257784600369632,0.022151421755552292,0.0007257784600369632,0.026940274983644485
14,0.0008406697888858616,0.06896,0.02231939323246479,0.0008406697888858616,0.028994305059313774,0.0009820932755246758,0.025847680866718292,0.0009820932755246758,0.031338367611169815
15,0.0007373878615908325,0.06896,0.021034371107816696,0.0007373878615908325,0.027154887095093727,0.0005718205356970429,0.01850755512714386,0.0005718205356970429,0.023912768810987473
16,0.0006863193120807409,0.06896,0.020336218178272247,0.0006863193120807409,0.02619769610464573,0.0008907918818295002,0.02607659250497818,0.0008907918818295002,0.029846137389540672
