epoch,loss,lr,mae,mse,root_mean_squared_error,val_loss,val_mae,val_mse,val_root_mean_squared_error
20,0.0011579954298213124,0.012007998,0.025629904121160507,0.0011579954298213124,0.034029342234134674,0.0012887974735349417,0.02794673480093479,0.0012887974735349417,0.035899825394153595
21,0.0010194024071097374,0.012007998,0.02337769977748394,0.0010194024071097374,0.03192808851599693,0.001329794293269515,0.026152873411774635,0.001329794293269515,0.036466337740421295
22,0.0010444640647619963,0.012007998,0.02399899996817112,0.0010444640647619963,0.03231816738843918,0.0010611210018396378,0.02405262552201748,0.0010611210018396378,0.0325748547911644
23,0.0011575890239328146,0.012007998,0.025866681709885597,0.0011575890239328146,0.034023359417915344,0.0011899347882717848,0.023273389786481857,0.0011899347882717848,0.03449542447924614
24,0.0009771855548024178,0.012007998,0.02305397391319275,0.0009771855548024178,0.031259968876838684,0.0010015710722655058,0.022885117679834366,0.0010015710722655058,0.03164760768413544
25,0.0009209621348418295,0.012007998,0.022503556683659554,0.0009209621348418295,0.03034735471010208,0.0007562665268778801,0.019447384402155876,0.0007562665268778801,0.027500299736857414
26,0.0007097352645359933,0.012007998,0.019318582490086555,0.0007097352645359933,0.02664085105061531,0.0009086389909498394,0.023861389607191086,0.0009086389909498394,0.03014363907277584
27,0.000716973387170583,0.012007998,0.020023610442876816,0.000716973387170583,0.026776356622576714,0.0009139282628893852,0.020818311721086502,0.0009139282628893852,0.03023124486207962
28,0.0005746293463744223,0.012007998,0.017421284690499306,0.0005746293463744223,0.023971427232027054,0.0009155403822660446,0.02408270165324211,0.0009155403822660446,0.030257895588874817
29,0.0004963764222338796,0.012007998,0.01642199419438839,0.0004963764222338796,0.022279508411884308,0.0008402704261243343,0.02324981614947319,0.0008402704261243343,0.028987418860197067
30,0.0005852354224771261,0.012007998,0.01776556484401226,0.0005852354224771261,0.024191640317440033,0.00038756485446356237,0.012928251177072525,0.00038756485446356237,0.019686667248606682
31,0.0002828605647664517,0.012007998,0.012137160636484623,0.0002828605647664517,0.01681845635175705,0.00034908729139715433,0.014960669912397861,0.00034908729139715433,0.01868387870490551
32,0.0002775544999167323,0.012007998,0.012232492677867413,0.0002775544999167323,0.016659967601299286,0.00027321206289343536,0.01122114434838295,0.0002732120337896049,0.016529126092791557
33,0.0003494276315905154,0.012007998,0.01360104326158762,0.0003494276315905154,0.01869298331439495,0.0001906765828607604,0.010023769922554493,0.0001906765828607604,0.013808568008244038
34,0.00020222771854605526,0.012007998,0.01052972674369812,0.00020222771854605526,0.014220679178833961,0.000285777059616521,0.011835041455924511,0.000285777059616521,0.01690494269132614
35,0.00016046832024585456,0.012007998,0.009274329990148544,0.00016046832024585456,0.012667608447372913,0.00012152799899922684,0.008161992765963078,0.00012152799899922684,0.011023973114788532
36,0.00018690315482672304,0.012007998,0.010028363205492496,0.00018690315482672304,0.013671251013875008,0.00014264868514146656,0.008051027543842793,0.00014264868514146656,0.011943562887609005
37,0.00016109546413645148,0.012007998,0.009299851953983307,0.00016109546413645148,0.012692339718341827,0.0010066034737974405,0.023906858637928963,0.0010066035902127624,0.03172701597213745
38,0.00024895562091842294,0.012007998,0.011716976761817932,0.00024895562091842294,0.015778327360749245,0.0001761641469784081,0.010969684459269047,0.0001761641469784081,0.013272683136165142
39,0.00015334042836911976,0.012007998,0.009208698756992817,0.00015334042836911976,0.012383069843053818,0.0009020158322528005,0.02399664930999279,0.0009020158322528005,0.030033579096198082
40,0.00021931665833108127,0.012007998,0.010735511779785156,0.00021931665833108127,0.014809341169893742,0.00021011530770920217,0.01018376462161541,0.00021011530770920217,0.01449535321444273
41,0.00018862029537558556,0.012007998,0.010109695605933666,0.00018862029537558556,0.013733912259340286,0.0001761033054208383,0.011095264926552773,0.0001761033054208383,0.013270392082631588
42,0.00013745362230110914,0.012007998,0.008763110265135765,0.00013745362230110914,0.011724062263965607,9.808501636143774e-05,0.007432117592543364,9.808501636143774e-05,0.00990378763526678
43,0.000169946753885597,0.012007998,0.00960333738476038,0.000169946753885597,0.013036362826824188,0.0003321432741358876,0.01563160866498947,0.0003321432741358876,0.018224798142910004
44,0.00025390699738636613,0.012007998,0.012049746699631214,0.00025390699738636613,0.01593446172773838,0.0002370198635617271,0.011747707612812519,0.0002370198635617271,0.015395449474453926
45,0.0001333588152192533,0.012007998,0.008590876124799252,0.0001333588152192533,0.011548109352588654,0.00022759498097002506,0.012253817170858383,0.00022759498097002506,0.015086251311004162
46,0.00020185724133625627,0.012007998,0.01063058152794838,0.00020185724133625627,0.014207648113369942,0.0001481754006817937,0.009502901695668697,0.0001481754006817937,0.012172732502222061
47,0.00013854845019523054,0.012007998,0.008817575871944427,0.00013854845019523054,0.011770662851631641,0.00012956866703461856,0.009097941219806671,0.00012956866703461856,0.011382825672626495
48,0.00013384007615968585,0.012007998,0.008765153586864471,0.00013384007615968585,0.011568927206099033,0.0002495531225576997,0.013306913897395134,0.0002495531225576997,0.015797249972820282
49,0.00017302113701589406,0.012007998,0.00967947393655777,0.00017302113701589406,0.013153751380741596,0.00019162027456331998,0.011785370297729969,0.00019162027456331998,0.013842696323990822
